provided_interaction_type_label,provided_interaction_type_id,mapped_to_interaction_type_label,mapped_to_interaction_type_id
Flores melliferi,,visitsFlowersOf,http://purl.obolibrary.org/obo/RO_0002622
Hostes imprimis,,eatenBy,http://purl.obolibrary.org/obo/RO_0002471
